vehicle_id,step,sumo_x,sumo_y,gps_lat,gps_lon
ambulance_gps_0,1,1.05,508.4,36.919797,30.67375
ambulance_gps_0,2,430.14,511.6,36.919795,30.673747
ambulance_gps_0,3,406.03,511.6,36.919793,30.67374
ambulance_gps_0,4,357.73,511.6,36.919795,30.673738
ambulance_gps_0,5,345.64,511.6,36.919788,30.673732
ambulance_gps_0,6,299.8,511.6,36.919788,30.673732
ambulance_gps_0,7,299.8,511.6,36.919788,30.673732
ambulance_gps_0,8,299.8,511.6,36.919788,30.673732
ambulance_gps_0,9,299.8,511.6,36.919788,30.673732
ambulance_gps_0,10,299.8,511.6,36.919788,30.673732
ambulance_gps_0,11,299.8,511.6,36.919788,30.673732
ambulance_gps_0,12,299.8,511.6,36.919788,30.673732
ambulance_gps_0,13,299.8,511.6,36.91975,30.67376
